medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book							9780553296983	0553296981	us	Anne Frank: The Diary of a Young Girl	Anne Frank: The Diary of a Young Girl				Paperback		Drama/ Authors/ Holocaust/ Women/ Asia/ Contemporary/ Book Notes/ Historical Fiction/ Classics/ Pedagogy/ Jewish/ Literary Criticism & Collections/ Language Arts/ Germany/ Test Prep Central	$5.99	$0.95		4.5	A beloved classic since its initial publication in 1947, this vivid, insightful journal is a fitting memorial to the gifted Jewish teenager who died at Bergen-Belsen, Germany, in 1945. Born in 1929, Anne Frank received a blank diary on her 13th birthday, just weeks before she and her family went into hiding in Nazi-occupied Amsterdam. Her marvelously detailed, engagingly personal entries chronicle 25 trying months of claustrophobic, quarrelsome intimacy with her parents, sister, a second family, and a middle-aged dentist who has little tolerance for Anne's vivacity. The diary's universal appeal stems from its riveting blend of the grubby particulars of life during wartime (scant, bad food; shabby, outgrown clothes that can't be replaced; constant fear of discovery) and candid discussion of emotions familiar to every adolescent (everyone criticizes me, no one sees my real nature, when will I be loved?). Yet Frank was no ordinary teen: the later entries reveal a sense of compassion and a spiritual depth remarkable in a girl barely 15. Her death epitomizes the madness of the Holocaust, but for the millions who meet Anne through her diary, it is also a very individual loss. --Wendy Smith		Bantam	01-06-1993		17-01-2007										Anne Frank		304
book							9780027016000	0027016005	us	Another Man O'War	Another Man O'War				Hardcover			$8.95	$22.00					MacMillan Publishing Company	10-01-1966		18-01-2007										Clarence Anderson		
book								B0008595OE	us	Antique jewelry and trinkets	Antique jewelry and trinkets				Unknown Binding				$6.50					Tudor Pub. Co	10-02-1937		10-02-2007										Frederick William Burgess		399
book							9780345250391	0345250397	us	Appalachian Wilderness the Great Smoky Mountains	Appalachian Wilderness the Great Smoky Mountains				Paperback				$2.84					Ns;;smyomr Nppld	1975-02-11 12:00:00 -0500		2007-02-11 01:34:15 -0500										Edward Abbey		
book								B000HK3ROE	us	Arkham Asylum - Serious House on Serious Earth	Arkham Asylum - Serious House on Serious Earth				Hardcover				$49.95					DC Comics	19-01-1989		19-01-2007										Grant Morrison		
book							9780874312362	0874312361	us	Arsenal (Shatterzone RPG)	Arsenal (Shatterzone RPG)				Paperback				$8.75					West End Games	15-01-1993		15-01-2007										Sean Patrick Fannon/ David Pulver/ Ed Stark		
book								B000J5N37I	us	Art . USA . Now  Volumes 1 & 2	Art . USA . Now  Volumes 1 & 2				Hardcover									Viking Press	05-02-1963		05-02-2007										Allen S. Weller		
book							9780486228266	0486228266	us	Art Deco Designs and Motifs (Dover Pictorial Archive Series)	Art Deco Designs and Motifs (Dover Pictorial Archive Series)				Paperback		Modern/ Clip Art/ Decorative	$8.95	$2.95			A fabulous cornucopia featuring over 100 Art Deco designs. Taken from architecture, jewelry, fabrics, stained glass, and other media and adapted to fit today's graphic design needs. Corners, frames, centerpieces, geometric designs, jukebox designs, an alphabet, and much, much more. Highly imaginative./ 		Dover Publications	1972-06-01 12:00:00 +0000		2007-02-11 01:29:14 -0500												75
book							9780821218136	0821218131	us	Art Deco Interiors: Decoration and Design Classics of the 1920s and 1930s	Art Deco Interiors: Decoration and Design Classics of the 1920s and 1930s				Hardcover		Style/ Decorating/ Art Deco/ Art Nouveau	$50.00	$22.89		4			Bulfinch Pr	10-02-1990		05-02-2007										Patricia Bayer		224
book							9780887409943	0887409946	us	Art Deco Sculpture and Metalwares	Art Deco Sculpture and Metalwares				Hardcover		Art/ Art Deco/ Art Nouveau	$37.50	$15.95		1			Schiffer Publishing	09-02-1996		10-02-2007										Alfred W. Edward		144
book							9780131455290	013145529X	us	Art History, Volume II	Art History, Volume II (w//CD-ROM)				Paperback		Qualifying Textbooks - Winter 2007	$103.20	$70.00					Prentice Hall	2004-07-06 12:00:00 +0000		2007-02-11 01:08:02 -0500										Marilyn Stokstad		672
book								B000LSG8LQ	us	Art in America, Number Five, 1964	Art in America, Number One, 1964				Hardcover				$14.10					Art in America	05-02-1964		05-02-2007										ART IN AMERICA		
book								B000GT9C1S	us	Art in America, Number Four, 1961	Art in America, Number Four, 1961				Hardcover				$29.40					art in America	05-02-1961		05-02-2007										ART IN AMERICA		
book								B000LSHZB8	us	Art in America, Number Four, 1964	Art in America, Number Four, 1964				Hardcover				$13.99					Art in America	05-02-1964		05-02-2007										ART IN AMERICA		
book								B000GT86LU	us	Art in America, Number One, 1962	Art in America, Number One, 1962				Hardcover				$32.90					art in America	05-02-1962		05-02-2007										ART IN AMERICA		
book								B000LSG8TI	us	Art in America, Number Six, 1964	Art in America, Number Six, 1964				Hardcover				$7.89					Art in America	05-02-1964		05-02-2007										ART IN AMERICA		
book								B000GT9C22	us	Art in America, Number Three, 1961	Art in America, Number Three, 1961				Hardcover				$25.00					art in America	05-02-1961		05-02-2007										ART IN AMERICA		
book								B000LSG8PC	us	Art in America, Number Three, 1964	Art in America, Number Three, 1964				Hardcover				$12.99					Art in America	05-02-1964		05-02-2007										ART IN AMERICA		
book								B000LSJF5W	us	Art in America, Number Two, 1964	Art in America, Number Two, 1964				Hardcover				$14.10					Art in America	05-02-1964		05-02-2007										ART IN AMERICA		
book							9783895084447	3895084441	us	Art Nouveau	Art Nouveau				Hardcover		Modern/ United States/ European/ Art Deco/ Art Nouveau	$39.95	$22.40		5			Konemann	08-02-1997		05-02-2007										Gabriele Fahr-Becker		420
book							9780785802570	0785802576	us	Art Nouveau	Art Nouveau				Hardcover		Modern/ Neoclassical/ jp-unknown1/ Art Nouveau	$24.98	$4.95					Book Sales	08-02-1995		05-02-2007										Lara Vinca Masini		
book							9780914412113	0914412116	us	Art Nouveau Belgium-France	Art Nouveau Belgium-France				Paperback			$29.95	$25.00					Menil Collection	08-02-1976		05-02-2007										Yvonne Brunhammer/ Alain Blondel/ Yves Plantin		
book							9780821222706	0821222708	us	Art Nouveau Jewelry (Christie's Collectibles)	Art Nouveau Jewelry (Christie's Collectibles)				Hardcover		Jewelry	$12.95	$2.95		4			Bulfinch Press	04-02-1996		10-02-2007										David Lancaster		80
book							9780486259369	0486259366	us	Art Nouveau Motifs and Vignettes (Dover Pictorial Archive Series)	Art Nouveau Motifs and Vignettes (Dover Pictorial Archive Series)				Paperback		Clip Art/ Illustration/ Decorative/ Use of Ornament	$6.95	$3.95		5	Over 300 royalty-free Art Nouveau graphics, from simple medallions and borders to elaborate panels and vignettes, selected from authentic period sources. Publisher's Note./ 		Dover Publications	1989-03-01 12:00:00 +0000		2007-02-11 01:29:03 -0500												48
book							9780719041617	0719041619	us	Art Nouveau: International and National Styles in Europe (Critical Introductions to Art)	Art Nouveau: International and National Styles in Europe (Critical Introductions to Art)				Paperback		Modern/ Neoclassical/ Art Deco/ Art Nouveau	$29.95	$9.85			This groundbreaking critical survey of the Art Nouveau movement reveals the true diversity of this style across the breadth of the European continent. With the inclusion, for the first time, of Eastern Europe and covering the full range of artistic media, Howard shows how this movement changed the face of European art and design from Paris to Prague. Clearly structured by country, it traces the emergence of Art Nouveau, highlighting the particular interpretations of the style in each country. Countries covered include: Belgium; Spain; Britain; Austria; Hungary; and Russia. Each chapter contains sections on political and cultural contexts, specific visual characteristics and key artists and designers. Howard analyses the contribution of both well-known artists ad designers such as Gaudi; Van de Velde; Mackintosh; and Mucha, and brings to light many others whose contributions have until now been largely inaccessible. With a full bibliography, glossary, and museums listing, this book provides a complete and fascinating introduction to this ever-popular subject./ 		Manchester University Press	15-02-1997		05-02-2007										Jeremy Howard		300
book								B00005X7AN	us	Art of Asia	Art of Asia				Unknown Binding				$7.00								05-02-2007										Helen Rubissow		
book								B000MAMIF8	us	The Art of Assemblage	The Art of Assemblage				Paperback				$44.50					MOMA, New York	1968-02-11 12:00:00 -0500		2007-02-11 00:55:25 -0500										William Seitz		
book								B000H28800	us	The Art of Benin	The Art of Benin: a Catalogue of an Exhibition of the a. W. F. Fuller and Chicago Natural History Museum Collections of Antiquities From Benin, Nigeria.				Paperback				$6.00					Chicago Natural History Museum	20-01-1962		20-01-2007										Philip J. C. Dark		
book							9780887405624	0887405622	us	The Art of Jewelry Design: Principles of Design, Rings and Earrings	The Art of Jewelry Design: Principles of Design, Rings and Earrings				Hardcover		Jewelry	$59.95	$35.61		2	The process of designing jewelry has never before been explored in a book. It has taken the combined talents of three top jewelry designers, including a profess who teaches the skill to jewelry students, to create this beautiful and practical step-by-step format. Starting with a fully illustrated discussion of design principles and metal and stone rendering techniques, this volume then presents progressive detailed sketches and finished drawings of many varieties of ring and earring designs. From such drawings the manufacturing jeweler can assemble the objects themselves. This book teaches one how to create those drawings. "It is a book that I have searched for, in vain, for many years. It is both the first and undoubtedly the best, and will remain the best for many years. This book is destined to become the bible of the designer, the guide of the artisan, and the companion of the jewelry lover." Samuel Beizer, Chairman, Jewelry Design, Fashion Institute of Technology, New York.		Schiffer Publishing	01-10-1999		10-02-2007										Maurice P. Galli/ Nina Giambelli/ Dominique Riviere/ Fanfan Li		224
book							9780810980631	0810980630	us	The Art of Maurice Sendak	The Art of Maurice Sendak				Hardcover		Illustration/ Printmaking/ Artists, Architects & Photographers/ Drawing	$34.98	$10.49		5	In a nutshell, The Art of Maurice Sendak is simply stunning. Page after page of lavish full-color illustrations and black-and-whites from one of America's best-loved children's artists adorn this hefty volume. Sendak, best known for the charming and timeless Where the Wild Things Are, never fails to amuse and astonish with his creative wizardry. He was talented from the cradle, and his early works from the 1940s are given due recognition here--reflecting his fascination with the small intricacies of being human, and his devilish sense of humor. Even a stuffy physics textbook from 1947 is given the Sendak touch, as atoms, molecules, and chain reactions take on the form of people jiving and swinging. Always the artistic adventurer, Sendak experiments with many different forms--from the fairy-tale-like pen-and-ink drawings of Higglety Pigglety Pop! to the beautiful watercolor pieces that illustrate Mr. Rabbit and the Lovely Present. Virtually every page contains another Sendak gem--be it a quick sketch, an exquisite portrait of his mother or sister, or the preliminary drawings from Where the Wild Things Are. Three huge fold-outs make for an extra-special treat./ The book's rich text is exemplary--based on interviews, conversations, and extensive research by Sendak's close friend Selma Lanes. The author invites us into the very special world of Maurice Sendak, a place of fantasies and wonderment, a land where adults can be children--and never grow up. --Naomi Gesinger/ 		Harry N. Abrams	01-09-1998		05-02-2007										Selma Lanes		278
book							9780785806455	0785806458	us	The Art of Ren&#x00e9; Lalique	The Art of Ren&#x00e9; Lalique				Hardcover		Glass & Glassware/ Pottery & Ceramics/ Art Deco/ Art Nouveau	$19.99	$9.59			An artist of wide-ranging genius, Ren&#x00e9; Lalique rose to become one of the central figures in France's decorative arts in the early twentieth century. His extraordinary output - including his scent bottles, vases, bowls, mascots and other statuary, is marvelously documented in this full-scale work. Includes more than 350 color photographs, many of which were never previously published.		Book Sales	09-02-1996		05-02-2007										Patricia Bayer/ Mark Waller		192
book							9780385267328	0385267320	us	The Art of the Long View: Planning for the Future in an Uncertain World	The Art of the Long View: Planning for the Future in an Uncertain World				Paperback		Company Histories/ Strategy & Competition/ Systems & Planning/ Entrepreneurship	$17.95	$4.49		4			Currency	15-04-1996		11-01-2007										Peter Schwartz		288
book							9781852831622	1852831626	us	Art of the Western World	Art of the Western World				Paperback				$8.61					Pan Macmillan	31-07-1991		20-01-2007										Denise Hooker/ Michael Wood		
book							9780753503447	0753503441	us	The Art of Walt Disney	The Art of Walt Disney				Paperback		Cartooning	$31.00	$15.85					Virgin Books	27-09-1999		17-01-2007										Christopher Finch		160
