medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0821575540759	B000C3L2NE	us	The Aristocrats	The Aristocrats				DVD			$29.99	$6.35		3.5	Released without a rating and billed as "the most vile, disgusting, and vulgar" film of all time, The Aristocrats is also funny enough to qualify as a minor comedy classic. We say "minor" only because hearing the same foul joke told by 100 celebrated comedians is inevitably exhausting, even though the shaggy-dog gag (a vintage in-joke among comedians, allowing outrageously obscene improvisation, and always ending with the same titular punchline) is also a fascinating litmus test for each comedian's irreverent style. As codirectors and show-biz insiders, veteran comedians Paul Provenza and Penn Jillette (from the comedy duo Penn & Teller) corralled an unprecedented parade of stand-up celebrities (George Carlin, Robin Williams, Drew Carey, Whoopi Goldberg, Sarah Silverman, the South Park kids and many, many more), each telling "the dirtiest joke of all time" in their own inimitable fashion. The sheer volume of vaudevillian vulgarity takes on a life of its own, more fascinating than funny, until Gilbert Gottfried (at a celebrity roast for Hugh Hefner, shortly after the terrorist attacks of 9//11//01) tells what is unanimously hailed as the definitive version of the joke. It's a matter of context, style, and bawdy bravado, and for better or worse, The Aristocrats will endure as a testament to a joke so bad--so uproariously bad--that no comedian worthy of the profession can resist the temptation to tell it. --Jeff Shannon		Velocity // Thinkfilm	24-01-2006		11-01-2007											Penn Jillette/ Paul Provenza	Color/ NTSC/ 1.33:1	NR	11-01-2005	86
movie							0794043489129	B00001U0BN		Austin Powers - The Spy Who Shagged Me (New Line Platinum Series)					DVD		Feature Film-comedy	$14.96	$9.99		3.79	"I put the grrr in swinger, baby!" a deliciously randy Austin Powers coos near the beginning of The Spy Who Shagged Me, and if the imagination of Austin creator Mike Myers seems to have sagged a bit, his energy surely hasn't. This friendly, go-for-broke sequel to 1997's Austin Powers: International Man of Mystery finds our man Austin heading back to the '60s to keep perennial nemesis Dr.&#x00a0;Evil (Myers again) from blowing up the world--and, more importantly, to get back his mojo, that man-juice that turns Austin into irresistible catnip for women, especially American spygirl Felicity Shagwell (a pretty but vacant Heather Graham). The plot may be irreverent and illogical, the jokes may be bad (with characters named Ivana Humpalot and Robin Swallows, n&#x00e9;e Spitz), and the scenes may run on too long, but it's all delivered sunnily and with tongue firmly in cheek./ / Myers's true triumph, though, is his turn as the neurotic Dr.&#x00a0;Evil, who tends to spout the right cultural reference at exactly the wrong time (referring to his moon base as a "Death Star" with Moon Units Alpha and Zappa--in 1969). Myers teams Dr.&#x00a0;Evil with a diminutive clone, Mini-Me (Verne&#x00a0;J. Troyer), who soon replaces slacker son Scott Evil (Seth Green) as the apple of the doctor's eye; Myers and Troyer work magic in what could plausibly be one of the year's most affecting (and hysterically funny) love stories. Despite a stellar supporting cast--including a sly Rob Lowe as Robert Wagner's younger self and Mindy Sterling as the forbidding Frau Farbissina--it's basically Myers's show, and he pulls a hat trick by playing a third character, the obese and disgusting Scottish assassin Fat Bastard. Many viewers will reel in disgust at Mr.&#x00a0;Bastard's repulsive antics and the scatological bent Myers indulges in, including one showstopper involving coffee and--shudder--a stool sample. Still, Myers's good humor and dead-on cultural references win the day; Austin is one spy who proves he can still shag like a minx. --Mark Englehart/ / 		New Line Home Entertainment	01-06-2004		20-02-2005										Jay Roach	Mike Myers/ Heather Graham	Color/ Widescreen/ Closed-captioned/ Dolby	PG-13	20-02-1999	
movie							7321900729598	B000B73GYE	us	Batman Begins	Batman Begins				DVD		Batman		$28.15		5						30-07-2006										Christopher Nolan	Christian Bale/ Michael Caine/ Liam Neeson/ Katie Holmes/ Gary Oldman/ Cillian Murphy/ Tom Wilkinson/ Rutger Hauer/ Ken Watanabe/ Mark Boone Junior/ Linus Roache/ Morgan Freeman/ Larry Holden/ Gerard Murphy (II)/ Colin McFarlane/ Sara Stewart/ Gus Lewis/ Richard Brake/ Rade Serbedzija/ Emma Lockhart	NTSC/ 2.40:1	PG-13	15-06-2005	
movie							5050070028652	B0009V2A2G	uk	Be Cool [2005]	Be Cool [2005]				DVD		Comedy	&#x00a3;19.99			5			MGM Home Ent. (Europe) Ltd.	12-09-2005		07-07-2005											John Travolta/ Uma Thurman	PAL			
movie							0085391178521	0790731479		Beetlejuice					DVD		Feature Film-comedy	$14.96	$10.95		4.31	Before making Batman, director Tim Burton and star Michael Keaton teamed up for this popular black comedy about a young couple (Geena Davis and Alec Baldwin) whose premature death leads them to a series of wildly bizarre afterlife exploits. As ghosts in their own New England home, they're faced with the challenge of scaring off the pretentious new owners (Catherine O'Hara and Jeffrey Jones), whose daughter (Winona Ryder) has an affinity for all things morbid. Keaton plays the mischievous Beetlejuice, a freelance "bio-exorcist" who's got an evil agenda behind his plot to help the young undead newlyweds. The film is a perfect vehicle for Burton's visual style and twisted imagination, with clever ideas and gags packed into every scene. Beetlejuice is also a showcase for Keaton, who tackles his title role with maniacal relish and a dark edge of menace. --Jeff Shannon 		Warner Studios	10-08-2004		20-02-2005										Tim Burton	Alec Baldwin/ Geena Davis/ Michael Keaton	Color/ Closed-captioned/ Widescreen/ Dolby	PG	30-03-1988	
movie							0097368719149	B00005JKFA		Better Off Dead					DVD		Feature Film-comedy	$14.99	$13.49		4.5			Paramount Home Video	16-07-2002		20-02-2005										Savage Steve Holland	John Cusack/ David Ogden Stiers	Color/ Closed-captioned/ Widescreen	PG	11-10-1985	
movie							0043396008373	B0001GOH6Q		Big Fish					DVD		Feature Film-drama	$19.94						Columbia Tristar Hom	01-02-2005		20-02-2005										Tim Burton	Ewan McGregor/ Albert Finney/ Billy Crudup	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	09-01-2004	
movie							0043396024595	0767816633	us	The Big Hit	The Big Hit				VHS Tape		Comic Action/ Crime/ Caper	$9.95	$0.01		4	Film fans might someday recognize 1997 and '98 as the years Hong Kong came to Hollywood. Stars Jackie Chan, Sammo Hung, Chow Yun-Fat, Jet Li, and Michelle Yeoh all appeared in major Hollywood projects and directors John Woo, Ronny Yu, and Tsui Hark directed Face//Off, Bride of Chucky, and Knock Off, respectively. Another entry into this new era of entertainment is The Big Hit, directed by Che-Kirk Wong (who also directed Jackie Chan in Crime Story), executive produced by John Woo, and produced by Wesley Snipes. Mark Wahlberg leads this all-American cast in a played-for-laughs macho blowout. Rounding out the testosterone brigade are Lou Diamond Phillips (sprouting a gold-capped tooth and a dirty mouth), Bokeem Woodbine (who, according to this DVD's director audio track, wore extra socks where it counts), Antonio Sab&#x00e0;to Jr., and Avery Brooks. Wahlberg plays Melvin Smiley, a nice-guy hit man with an ulcer and a severe insecurity problem. He's short on cash due to the spending habits of his unsuspecting fianc&#x00e9;e Pam (Christina Applegate) and his girlfriend-on-the-sly Chantel (Lela Rochon). He and his crew decide to do a little freelancing and cook up their own heist to make a little mo' money--specifically by kidnapping Keiko (China Chow), the daughter of a Japanese businessman whom they target for ransom. Little do they know her dad is broke and she's the goddaughter of their boss. The Big Hit has action scenes aplenty (one of the stunt coordinators worked on Woo's The Killer and Bullet in the Head) and the same cornball sense of humor as other films in the Hong Kong action genre. Slick pacing and over-the-top humor made this movie a miss with the critics but a fun ride for fans of Hong Kong-styled action. --Shannon Gee		Columbia//Tristar Studios	28-03-2000		07-07-2005										Kirk Wong	Mark Wahlberg/ Lou Diamond Phillips	Color/ Closed-captioned/ Dolby/ NTSC	R	24-04-1998	91
movie							0025192266621	B00007ELEL		The Big Lebowski					DVD		Feature Film-comedy	$14.98	$12.74		4.64			Umvd	03-06-2003		20-02-2005										Joel Coen	Jeff Bridges/ John Goodman	Color/ Closed-captioned/ Widescreen/ Dolby	R	06-03-1998	
movie							0024543014386	B00005A3KU		Big Trouble in Little China (Special Edition)					DVD	2	Feature Film-action//Adventure	$26.98	$68.99		4.61			Twentieth Century Fox Home Video	22-05-2001		20-02-2005										John Carpenter	Kurt Russell/ Kim Cattrall	Color/ Closed-captioned/ DTS Surround Sound/ Widescreen	PG-13	02-07-1986	
movie							0027616869258	B00005PJ6M		Bill & Ted's Bogus Journey					DVD		Feature Film-comedy	$14.95	$8.00		4.27			Mgm//Ua Studios	04-12-2001		20-02-2005										Peter Hewitt	Keanu Reeves/ Alex Winter/ William Sadler	Color/ Closed-captioned/ Widescreen/ Dolby	PG	19-07-1991	
movie								B00005PJ6N		Bill & Ted's Excellent Adventure										English (Dolby Digital 5.1)		Description/ History is about to be rewritten by two guys who can't spell. Bill and Ted need to graduate in history when a dude from the future called Rufus provides them with a time travelling booth&#x2026; Ce texte se rapporte &#x00e0; l'&#x00e9;dition DVD. 					20-02-2005										Stephen Herek	Keanu Reeves/ George Carlin/ Terry Camilleri/ Dan Shor/ Tony Steedman/ Rod Loomis	Widescreen anamorphic - 2.35:1			
movie							0027616603395	0792833198		The Birdcage					DVD		Feature Film-comedy	$14.95	$11.95		4.15	The great improvisational comedy team of Mike Nichols and Elaine May reunited to (respectively) direct and write this update of the French comedy La Cage Aux Folles. Robin Williams stars as a gay Miami nightclub owner who is forced to play it straight and ask his drag-queen partner (Nathan Lane) to hide out when Williams's son invites his prospective--and highly conservative--in-laws and fianc&#x00e9;e to a meet-and-greet dinner party. Gene Hackman and Dianne Wiest play the straight-laced senator and his wife, and Calista Flockhart (from television's Ally McBeal) plays their daughter in a culture-clash with outrageous consequences. May's witty screenplay incorporates some pointed observations about the political landscape of the 1990s and takes a sensitive approach to the comedy's underlying drama. Topping off the action is Hank Azaria in a scene-stealing role as Williams's and Lane's flamboyant housekeeper, "Agador Spartacus."--Jeff Shannon 		Mgm//Ua Studios	07-10-2003		20-02-2005										Mike Nichols	Robin Williams/ Gene Hackman/ Nathan Lane	Color/ Widescreen/ Closed-captioned/ Dolby	R	08-03-1996	
movie							0660200401825	B00005AX6M	us	Black Jack	Black Jack				DVD		Manga/ Action & Adventure	$29.98	$7.99		3.5	This baroque melodrama is based on a manga by Osamu Tezuka that ran in various magazines from 1973 to 1983. With his facial scar, cape, and mop of black and white hair, Kuro Hazama, a.k.a. Black Jack, resembles a cross between Cruella DeVil and Captain Harlock. He's an unlicensed doctor of staggering abilities and even more staggering fees. Black Jack is called in to develop a cure for a mysterious disease that's ravaging "Super Humans"--people of no discernible ability who suddenly burst onto the scene as stars in sports or the arts. The key to the emergence of the Super Humans and the disease is pharmaceutical heiress and surgeon Jo Carol. Sometimes as allies, sometimes as enemies, Black Jack and Jo Carol uncover the nature of the disease--and the program of human experimentation that produced it. Although Tezuka's many fans will want this adventure, it doesn't represent his best work. The script is needlessly talky, and Black Jack is saved not by his abilities, but by the deus ex machina of a tribe of desert nomads. In an era of revelations about government-sanctioned medical experiments, Tezuka's story takes on a disturbing resonance, but director Osamu Dezaki squanders much of the material's potential impact. Unrated ("parental discretion advised"); suitable for ages 16 and up for violence and often grotesque medical imagery. --Charles Solomon		Palm Pictures	24-04-2001		30-07-2006										Osamu Dezaki	Hiroshi Fujioka/ Kirk Thornton/ Julie Maddalena/ Mary Elizabeth McGlynn/ Michael Sorich/ Barry Stigler/ Lex Lang/ Daran Norris/ Dougary Grant/ Michael Forest/ Bridget Hoffman/ B.J. Harrison/ Simon Prescott/ Mona Marshall/ George C. Cole/ Anne Sherman/ Wendee Lee/ Tony Pope/ Peter Spellos/ Dan Woren	Animated/ Color/ Dolby/ Letterboxed/ Subtitled/ Widescreen/ NTSC	R	01-01-1996	90
movie							0012569100121	0790731487	us	Blazing Saddles	Blazing Saddles				DVD		Comedy/ Westerns/ Jewish Heritage/ Mel Brooks/ Gene Wilder	$19.98	$5.99		4.5	Mel Brooks scored his first commercial hit with this raucous Western spoof starring the late Cleavon Little as the newly hired (and conspicuously black) sheriff of Rock Ridge. Sheriff Bart teams up with deputy Jim (Gene Wilder) to foil the railroad-building scheme of the nefarious Hedley Lamarr (Harvey Korman). The simple plot is just an excuse for a steady stream of gags, many of them unabashedly tasteless, that Brooks and his wacky cast pull off with side-splitting success. The humor is so juvenile and crude that you just have to surrender to it; highlights abound, from the lunkheaded Alex Karras as the ox-riding Mongo to Madeline Kahn's uproarious send-up of Marlene Dietrich as saloon songstress Lili Von Shtupp. Adding to the comedic excess is the infamous campfire scene involving a bunch of hungry cowboys, heaping servings of baked beans and, well, you get the idea. --Jeff Shannon		Warner Home Video	25-06-1997		30-07-2006										Mel Brooks	Cleavon Little/ Gene Wilder/ Richard Collier/ Carol DeLuise/ Dom DeLuise/ Liam Dunn/ George Furth/ Burton Gilliam/ John Hillerman/ Robyn Hilton/ David Huddleston/ Madeline Kahn/ Alex Karras/ Harvey Korman/ Karl Lukas/ Charles McGregor/ Don Megowan/ Slim Pickens/ Jack Starrett	Anamorphic/ Closed-captioned/ Color/ Full Screen/ Widescreen/ NTSC/ 2.35:1	R	07-02-1974	93
